"Mês","Região","Variável","Indústria geral","Indústrias extrativas","Indústrias de transformação"
"março 2010","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","18.7","15.2","18.9"
"março 2010","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","17.2","18.9","17.1"
"março 2010","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-0.3","-1.2","-0.2"
"abril 2010","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","115.72172","110.09023","116.11801"
"abril 2010","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","120.18785","114.68058","120.64519"
"abril 2010","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.3","1.0","0.5"
"abril 2010","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","16.5","17.6","16.5"
"abril 2010","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","17.1","18.6","17.0"
"abril 2010","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.2","1.1","2.3"
"maio 2010","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","121.51816","114.42955","122.00840"
"maio 2010","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","119.83396","112.50642","120.58733"
"maio 2010","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.3","-1.9","0.0"
"maio 2010","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","14.3","15.7","14.2"
"maio 2010","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","16.5","18.0","16.4"
"maio 2010","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","4.4","3.7","4.4"
"junho 2010","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","119.43995","112.84326","119.89844"
"junho 2010","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","119.35582","112.54679","119.69711"
"junho 2010","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.4","0.0","-0.7"
"junho 2010","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","11.2","9.3","11.3"
"junho 2010","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","15.5","16.4","15.4"
"junho 2010","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","6.3","5.4","6.4"
"julho 2010","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","124.55664","119.58261","124.91462"
"julho 2010","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","118.61320","113.40498","119.04562"
"julho 2010","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.6","0.8","-0.5"
"julho 2010","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","9.4","10.3","9.3"
"julho 2010","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","14.5","15.4","14.5"
"julho 2010","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","8.2","7.4","8.2"
"agosto 2010","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","126.02153","119.85259","126.45538"
"agosto 2010","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","118.31553","115.53791","118.42023"
"agosto 2010","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.3","1.9","-0.5"
"agosto 2010","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","8.5","10.8","8.4"
"agosto 2010","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","13.7","14.8","13.6"
"agosto 2010","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","9.7","9.4","9.7"
"setembro 2010","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","123.28957","119.11334","123.59680"
"setembro 2010","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","118.57141","117.80901","118.68917"
"setembro 2010","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.2","2.0","0.2"
"setembro 2010","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","6.4","13.5","6.0"
"setembro 2010","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","12.8","14.6","12.7"
"setembro 2010","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","11.1","11.6","11.0"
"outubro 2010","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","125.54517","116.80873","126.14076"
"outubro 2010","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","118.21151","115.38532","118.35611"
"outubro 2010","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.3","-2.1","-0.3"
"outubro 2010","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","2.0","8.6","1.6"
"outubro 2010","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","11.5","14.0","11.4"
"outubro 2010","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","11.5","13.3","11.4"
"novembro 2010","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","124.42525","114.78005","125.07774"
"novembro 2010","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","119.01658","115.33702","119.25243"
"novembro 2010","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.7","0.0","0.8"
"novembro 2010","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","5.3","11.5","5.0"
"novembro 2010","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","10.9","13.7","10.8"
"novembro 2010","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","11.5","14.2","11.3"
"dezembro 2010","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","112.54306","118.22250","112.22498"
"dezembro 2010","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","119.62920","115.34253","120.26178"
"dezembro 2010","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.5","0.0","0.8"
"dezembro 2010","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","2.7","10.4","2.2"
"dezembro 2010","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","10.2","13.5","10.0"
"dezembro 2010","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","10.2","13.5","10.0"
"janeiro 2011","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","108.63430","115.16291","108.26129"
"janeiro 2011","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","119.97712","115.89582","120.29066"
"janeiro 2011","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.3","0.5","0.0"
"janeiro 2011","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","2.2","5.6","2.0"
"janeiro 2011","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.2","5.6","2.0"
"janeiro 2011","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","9.2","12.2","9.0"
"fevereiro 2011","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","111.18262","105.10588","111.60538"
"fevereiro 2011","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","121.44625","116.50624","121.46206"
"fevereiro 2011","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.2","0.5","1.0"
"fevereiro 2011","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","7.3","4.5","7.4"
"fevereiro 2011","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","4.7","5.1","4.7"
"fevereiro 2011","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","8.5","11.0","8.4"
"março 2011","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","121.63363","112.41294","122.25836"
"março 2011","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","121.78420","114.59749","122.40570"
"março 2011","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.3","-1.6","0.8"
"março 2011","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-0.7","0.0","-0.7"
"março 2011","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.7","3.3","2.7"
"março 2011","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","6.9","9.7","6.7"
"abril 2011","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","113.61426","111.82093","113.76777"
"abril 2011","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","118.72551","115.81354","119.05449"
"abril 2011","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-2.5","1.1","-2.7"
"abril 2011","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-1.8","1.6","-2.0"
"abril 2011","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","1.6","2.9","1.5"
"abril 2011","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","5.4","8.4","5.3"
"maio 2011","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","124.81165","117.85912","125.29448"
"maio 2011","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","122.30915","117.30804","122.85798"
"maio 2011","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","3.0","1.3","3.2"
"maio 2011","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","2.7","3.0","2.7"
"maio 2011","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","1.8","2.9","1.7"
"maio 2011","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","4.5","7.3","4.3"
"junho 2011","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","119.80302","117.28080","120.00470"
"junho 2011","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","120.08802","116.52649","120.32417"
"junho 2011","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-1.8","-0.7","-2.1"
"junho 2011","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.3","3.9","0.1"
"junho 2011","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","1.5","3.1","1.4"
"junho 2011","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","3.6","6.9","3.4"
"julho 2011","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","123.60012","120.77510","123.82225"
"julho 2011","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","119.84273","116.03327","120.00767"
"julho 2011","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.2","-0.4","-0.3"
"julho 2011","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-0.8","1.0","-0.9"
"julho 2011","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","1.2","2.8","1.1"
"julho 2011","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.8","6.1","2.6"
"agosto 2011","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","129.14280","120.89795","129.70867"
"agosto 2011","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","118.94998","114.99121","119.05723"
"agosto 2011","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.7","-0.9","-0.8"
"agosto 2011","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","2.5","0.9","2.6"
"agosto 2011","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","1.4","2.5","1.3"
"agosto 2011","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.3","5.2","2.1"
"setembro 2011","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","122.10754","117.43449","122.44567"
"setembro 2011","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","117.04170","116.55306","116.90303"
"setembro 2011","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-1.6","1.4","-1.8"
"setembro 2011","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-1.0","-1.4","-0.9"
"setembro 2011","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","1.1","2.0","1.0"
"setembro 2011","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","1.6","4.0","1.5"
"outubro 2011","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","123.83857","118.94184","124.19142"
"outubro 2011","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","115.77184","115.95113","115.89596"
"outubro 2011","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-1.1","-0.5","-0.9"
"outubro 2011","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-1.4","1.8","-1.5"
"outubro 2011","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","0.8","2.0","0.8"
"outubro 2011","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","1.3","3.4","1.2"
"novembro 2011","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","121.40188","118.82906","121.60733"
"novembro 2011","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","116.31525","119.43208","115.93457"
"novembro 2011","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.5","3.0","0.0"
"novembro 2011","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-2.4","3.5","-2.8"
"novembro 2011","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","0.5","2.2","0.4"
"novembro 2011","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","0.7","2.8","0.6"
"dezembro 2011","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","111.49519","120.74981","110.95130"
"dezembro 2011","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","119.36775","117.09662","120.53132"
"dezembro 2011","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","2.6","-2.0","4.0"
"dezembro 2011","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-0.9","2.1","-1.1"
"dezembro 2011","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","0.4","2.2","0.3"
"dezembro 2011","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","0.4","2.2","0.3"
"janeiro 2012","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","103.35733","107.09504","102.88463"
"janeiro 2012","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","114.31739","109.55458","114.24734"
"janeiro 2012","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-4.2","-6.4","-5.2"
"janeiro 2012","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-4.9","-7.0","-5.0"
"janeiro 2012","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-4.9","-7.0","-5.0"
"janeiro 2012","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-0.1","1.1","-0.2"
"fevereiro 2012","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","104.68291","108.47377","104.20349"
"fevereiro 2012","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","115.23356","115.58902","114.62440"
